Ticker,Name,Sector,Asset Class,Market Value,Weight,Notional Value,Shares
AUB,ATLANTIC UNION BANKSHARES CORP,Financials,Equity,59080678.5,0.1,59080678.5,1830540
ALTR,ALTAIR ENGINEERING INC CLASS A,Information Technology,Equity,59000036,0.1,59000036,1017242
ONB,OLD NATIONAL BANCORP,Financials,Equity,58885871.27,0.1,58885871.27,3593889
MTSI,MACOM TECHNOLOGY SOLUTIONS INC,Information Technology,Equity,58856341,0.1,58856341,1110497
EAT,BRINKER INTERNATIONAL INC,Consumer Discretionary,Equity,58803538.92,0.1,58803538.92,1044839
GDOT,GREEN DOT CORP CLASS A,Financials,Equity,58775641.47,0.1,58775641.47,1105013
CVBF,CVB FINANCIAL CORP,Financials,Equity,58443069.57,0.1,58443069.57,2993243
XNCR,XENCOR INC,Health Care,Equity,58354105.99,0.1,58354105.99,1305169
HLNE,HAMILTON LANE INC CLASS A,Financials,Equity,58327472.88,0.1,58327472.88,752904
PEB,PEBBLEBROOK HOTEL TRUST REIT,Real Estate,Equity,58079124,0.1,58079124,3056796
APG,API GROUP CORP,Industrials,Equity,58077801.55,0.1,58077801.55,3290527
BE,BLOOM ENERGY CLASS A CORP,Industrials,Equity,57934231.94,0.1,57934231.94,2082467
WWW,WOLVERINE WORLD WIDE INC,Consumer Discretionary,Equity,57909104.4,0.1,57909104.4,1899905
MC,MOELIS CLASS A,Financials,Equity,57644509.3,0.1,57644509.3,1249610
PRMW,PRIMO WATER CORP,Consumer Staples,Equity,57395063.67,0.1,57395063.67,3672109
LGIH,LGI HOMES INC,Consumer Discretionary,Equity,57296130.71,0.1,57296130.71,529099
MXL,MAXLINEAR INC,Information Technology,Equity,57277164.6,0.1,57277164.6,1611172
FLOW,SPX FLOW INC,Industrials,Equity,57258749.07,0.1,57258749.07,997713
ESGR,ENSTAR GROUP LTD,Financials,Equity,57180746,0.1,57180746,283073
ABCB,AMERIS BANCORP,Financials,Equity,57063685.8,0.1,57063685.8,1525767
ISBC,INVESTORS BANCORP INC,Financials,Equity,56888347.46,0.1,56888347.46,5485858
ATRC,ATRICURE INC,Health Care,Equity,56847937.05,0.1,56847937.05,1027063
BRC,BRADY NONVOTING CORP CLASS A,Industrials,Equity,56719320.88,0.1,56719320.88,1106071
WERN,WERNER ENTERPRISES INC,Industrials,Equity,56674426.49,0.1,56674426.49,1428647
BEAT,BIOTELEMETRY INC,Health Care,Equity,56666682.15,0.1,56666682.15,785401
SAVE,SPIRIT AIRLINES INC,Industrials,Equity,56615994.04,0.1,56615994.04,2294003
SHO,SUNSTONE HOTEL INVESTORS REIT INC,Real Estate,Equity,56610310.71,0.1,56610310.71,5059009
CATY,CATHAY GENERAL BANCORP,Financials,Equity,56502827.04,0.1,56502827.04,1784112
PPBI,PACFIC PREMIER BANCORP INC,Financials,Equity,56500667.02,0.1,56500667.02,1845221
KFY,KORN FERRY,Industrials,Equity,56400121.2,0.1,56400121.2,1287674
AQUA,EVOQUA WATER TECHNOLOGIES CORP,Industrials,Equity,56172721.59,0.1,56172721.59,2143179
SDGR,SCHRODINGER INC,Health Care,Equity,56090454.42,0.1,56090454.42,706251
BBBY,BED BATH AND BEYOND INC,Consumer Discretionary,Equity,56078169.07,0.1,56078169.07,2978129
DOOR,MASONITE INTERNATIONAL CORP,Industrials,Equity,56065056.36,0.1,56065056.36,571859
MATX,MATSON INC,Industrials,Equity,56004498.75,0.1,56004498.75,1004565
GT,GOODYEAR TIRE & RUBBER,Consumer Discretionary,Equity,55871744.2,0.1,55871744.2,5416553
CDE,COEUR MINING INC,Materials,Equity,55827289.2,0.1,55827289.2,5685060
IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,Equity,55717013.44,0.1,55717013.44,536566
EVTC,EVERTEC INC,Information Technology,Equity,55585653.9,0.1,55585653.9,1409730
ALGT,ALLEGIANT TRAVEL,Industrials,Equity,55532001.6,0.1,55532001.6,306468
RLJ,RLJ LODGING TRUST REIT,Real Estate,Equity,55345725.75,0.1,55345725.75,3856845
CMC,COMMERCIAL METALS,Materials,Equity,55333733.56,0.1,55333733.56,2783387
KAR,KAR AUCTION SERVICES INC,Industrials,Equity,55186695.57,0.1,55186695.57,3033903
MOGA,MOOG INC CLASS A,Industrials,Equity,55100263.02,0.1,55100263.02,696678
MANT,MANTECH INTERNATIONAL CORP CLASS A,Information Technology,Equity,55000613.57,0.1,55000613.57,639319
DORM,DORMAN PRODUCTS INC,Consumer Discretionary,Equity,54981425.28,0.1,54981425.28,624576
NGHC,NATIONAL GENERAL HOLDINGS CORP,Financials,Equity,54874584,0.09,54874584,1604520
CVLT,COMMVAULT SYSTEMS INC,Information Technology,Equity,54679360.44,0.09,54679360.44,991646
B,BARNES GROUP INC,Industrials,Equity,54674454.98,0.09,54674454.98,1099426
ROCK,GIBRALTAR INDUSTRIES INC,Industrials,Equity,54610982.12,0.09,54610982.12,765074
JJSF,J AND J SNACK FOODS CORP,Consumer Staples,Equity,54282732.88,0.09,54282732.88,352348
NG,NOVAGOLD RESOURCES INC,Materials,Equity,54272499.1,0.09,54272499.1,5595103
CLNY,COLONY CAPITAL INC CLASS A,Real Estate,Equity,54257545.55,0.09,54257545.55,11280155
TEX,TEREX CORP,Industrials,Equity,54228572.8,0.09,54228572.8,1576412
IRBT,IROBOT CORP,Consumer Discretionary,Equity,54166853.16,0.09,54166853.16,647619
SGMS,SCIENTIFIC GAMES CORP,Consumer Discretionary,Equity,54091279.2,0.09,54091279.2,1340220
SPXC,SPX CORP,Industrials,Equity,54041027.32,0.09,54041027.32,1009358
COLB,COLUMBIA BANKING SYSTEM INC,Financials,Equity,54039896.32,0.09,54039896.32,1568192
IBTX,INDEPENDENT BANK GROUP INC,Financials,Equity,53964325.44,0.09,53964325.44,874908
EPAY,BOTTOMLINE TECHNOLOGIES INC,Information Technology,Equity,53807067.33,0.09,53807067.33,1040957
CNX,CNX RESOURCES CORP,Energy,Equity,53733487.32,0.09,53733487.32,5237182
INDB,INDEPENDENT BANK CORP,Financials,Equity,53659476.71,0.09,53659476.71,743309
AXSM,AXSOME THERAPEUTICS INC,Health Care,Equity,53618929.65,0.09,53618929.65,651585
BIPC,BROOKFIELD INFRASTRUCTURE CORP CLA,Utilities,Equity,53588551.32,0.09,53588551.32,748548
REGI,RENEWABLE ENERGY INC,Energy,Equity,53507581.35,0.09,53507581.35,776485
DY,DYCOM INDUSTRIES INC,Industrials,Equity,53334908,0.09,53334908,720742
COOP,MR COOPER GROUP INC,Financials,Equity,53324231.84,0.09,53324231.84,1782227
AEL,AMERICAN EQUITY INVESTMENT LIFE HO,Financials,Equity,53272306.16,0.09,53272306.16,1949938
ELY,CALLAWAY GOLF,Consumer Discretionary,Equity,53225505.19,0.09,53225505.19,2189449
UNIT,UNITI GROUP INC,Real Estate,Equity,53179132.56,0.09,53179132.56,4568654
WSFS,WSFS FINANCIAL CORP,Financials,Equity,53168860.36,0.09,53168860.36,1196419
STRA,STRATEGIC EDUCATION INC,Consumer Discretionary,Equity,53134546.86,0.09,53134546.86,566406
MDRX,ALLSCRIPTS HEALTHCARE SOLUTIONS IN,Health Care,Equity,52706102.3,0.09,52706102.3,3693490
USD,USD CASH,Cash and/or Derivatives,Cash,52646950.85,0.09,52646950.85,52646951
NOVA,SUNNOVA ENERGY INTERNATIONAL INC,Utilities,Equity,52608419.76,0.09,52608419.76,1257672
AIN,ALBANY INTERNATIONAL CORP CLASS A,Industrials,Equity,52485589.65,0.09,52485589.65,727451
SUM,SUMMIT MATERIALS INC CLASS A,Materials,Equity,52293787.7,0.09,52293787.7,2687245
YELP,YELP INC,Communication,Equity,52288599,0.09,52288599,1686729
SNBR,SLEEP NUMBER CORP,Consumer Discretionary,Equity,52160908.05,0.09,52160908.05,635721
ONTO,ONTO INNOVATION INC,Information Technology,Equity,52062313.57,0.09,52062313.57,1114109
FLR,FLUOR CORP,Industrials,Equity,52029294.04,0.09,52029294.04,3305546
PLXS,PLEXUS CORP,Information Technology,Equity,52011562.24,0.09,52011562.24,673376
NSA,NATIONAL STORAGE AFFILIATES TRUST,Real Estate,Equity,51672500.28,0.09,51672500.28,1475514
OSTK,OVERSTOCK COM INC,Consumer Discretionary,Equity,51659469.72,0.09,51659469.72,1002318
NAV,NAVISTAR INTERNATIONAL CORP,Industrials,Equity,51624699.75,0.09,51624699.75,1171425
AVNS,AVANOS MEDICAL INC,Health Care,Equity,51542864.64,0.09,51542864.64,1117824
TPH,TRI POINTE GROUP INC,Consumer Discretionary,Equity,51473796.65,0.09,51473796.65,2956565
BECN,BEACON ROOFING SUPPLY INC,Industrials,Equity,51418577.34,0.09,51418577.34,1280981
MED,MEDIFAST INC,Consumer Staples,Equity,51320708.1,0.09,51320708.1,267045
GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,Equity,51164821.4,0.09,51164821.4,408730
SJI,S JERSEY INDS INC,Utilities,Equity,50908271.52,0.09,50908271.52,2365626
KW,KENNEDY WILSON HOLDINGS INC,Real Estate,Equity,50839513.2,0.09,50839513.2,2848152
IOSP,INNOSPEC INC,Materials,Equity,50816573.55,0.09,50816573.55,573227
AX,AXOS FINANCIAL INC,Financials,Equity,50690954.3,0.09,50690954.3,1366333
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,Real Estate,Equity,50641626.75,0.09,50641626.75,2428855
XPER,XPERI HOLDING CORP,Information Technology,Equity,50435949.46,0.09,50435949.46,2455499
FCPT,FOUR CORNERS PROPERTY INC TRUST,Real Estate,Equity,50350574.59,0.09,50350574.59,1685657
THRM,GENTHERM INC,Consumer Discretionary,Equity,49797678.45,0.09,49797678.45,771459
KTB,KONTOOR BRANDS INC,Consumer Discretionary,Equity,49629354.61,0.09,49629354.61,1209587
DCPH,DECIPHERA PHARMACEUTICALS INC,Health Care,Equity,49485355.92,0.09,49485355.92,892593
SHEN,SHENANDOAH TELECOMMUNICATIONS,Communication,Equity,49435196.4,0.09,49435196.4,1132536
MAXR,MAXAR TECHNOLOGIES INC,Industrials,Equity,49371808.8,0.09,49371808.8,1435227
GNW,GENWORTH FINANCIAL A INC,Financials,Equity,49368379.84,0.09,49368379.84,11867399
CTRE,CARETRUST REIT INC,Real Estate,Equity,49263575.11,0.09,49263575.11,2200249
KURA,KURA ONCOLOGY INC,Health Care,Equity,48939510.7,0.08,48939510.7,1452211
ITCI,INTRA CELLULAR THERAPIES INC,Health Care,Equity,48898418.4,0.08,48898418.4,1567257
JACK,JACK IN THE BOX INC,Consumer Discretionary,Equity,48818997,0.08,48818997,531450
FWRD,FORWARD AIR CORP,Industrials,Equity,48801528.16,0.08,48801528.16,641872
MTX,MINERALS TECHNOLOGIES INC,Materials,Equity,48649026.77,0.08,48649026.77,795829
HCSG,HEALTHCARE SERVICES INC,Industrials,Equity,48560922.15,0.08,48560922.15,1753735
ATI,ALLEGHENY TECHNOLOGIES INC,Materials,Equity,48525610.56,0.08,48525610.56,2973383
PSMT,PRICESMART INC,Consumer Staples,Equity,48413017.21,0.08,48413017.21,534419
CMP,COMPASS MINERALS INTERNATIONAL INC,Materials,Equity,48394132.8,0.08,48394132.8,802290
PDCE,PDC ENERGY INC,Energy,Equity,48325793.2,0.08,48325793.2,2392366
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,Financials,Equity,48232459.2,0.08,48232459.2,2275116
OMI,OWENS & MINOR INC,Health Care,Equity,47732912.64,0.08,47732912.64,1697472
FULT,FULTON FINANCIAL CORP,Financials,Equity,47692970.16,0.08,47692970.16,3797211
FRME,FIRST MERCHANTS CORP,Financials,Equity,47619772.01,0.08,47619772.01,1298603
PDM,PIEDMONT OFFICE REALTY TRUST REIT,Real Estate,Equity,47502000,0.08,47502000,2968875
PRGS,PROGRESS SOFTWARE CORP,Information Technology,Equity,47459911.56,0.08,47459911.56,1056543
SANM,SANMINA CORP,Information Technology,Equity,47413317.91,0.08,47413317.91,1508537
IBOC,INTERNATIONAL BANCSHARES CORP,Financials,Equity,47318280.56,0.08,47318280.56,1273366
MGLN,MAGELLAN HEALTH INC,Health Care,Equity,46742716.81,0.08,46742716.81,565687
SFBS,SERVISFIRST BANCSHARES INC,Financials,Equity,46558613.97,0.08,46558613.97,1164402
UCBI,UNITED COMMUNITY BANKS INC,Financials,Equity,46362682.8,0.08,46362682.8,1659960
WKHS,WORKHORSE GROUP INC,Consumer Discretionary,Equity,46332858.93,0.08,46332858.93,2215823
HTH,HILLTOP HOLDINGS INC,Financials,Equity,46231113.5,0.08,46231113.5,1701550
PRO,PROS HOLDINGS INC,Information Technology,Equity,46077426.45,0.08,46077426.45,922471
RMBS,RAMBUS INC,Information Technology,Equity,46047055.64,0.08,46047055.64,2686526
WAFD,WASHINGTON FEDERAL INC,Financials,Equity,46040014.6,0.08,46040014.6,1812599
SKYW,SKYWEST INC,Industrials,Equity,45954826.16,0.08,45954826.16,1151173
CAR,AVIS BUDGET GROUP INC,Industrials,Equity,45825623.2,0.08,45825623.2,1235192
WSBC,WESBANCO INC,Financials,Equity,45740250.6,0.08,45740250.6,1557380
MLHR,HERMAN MILLER INC,Industrials,Equity,45738478.5,0.08,45738478.5,1385175
FSS,FEDERAL SIGNAL CORP,Industrials,Equity,45702719.34,0.08,45702719.34,1401494
CIM,CHIMERA INVESTMENT CORP,Financials,Equity,45678050.65,0.08,45678050.65,4482635
NTCT,NETSCOUT SYSTEMS INC,Information Technology,Equity,45661598.62,0.08,45661598.62,1667699
INT,WORLD FUEL SERVICES CORP,Energy,Equity,45457714.23,0.08,45457714.23,1461193
MLI,MUELLER INDUSTRIES INC,Industrials,Equity,45454758.18,0.08,45454758.18,1309558
CUB,CUBIC CORP,Industrials,Equity,45335155.5,0.08,45335155.5,737157
BGS,B AND G FOODS INC,Consumer Staples,Equity,45214038.76,0.08,45214038.76,1500134
RCKT,ROCKET PHARMACEUTICALS INC,Health Care,Equity,45182545.12,0.08,45182545.12,809143
SWN,SOUTHWESTERN ENERGY,Energy,Equity,45108582.56,0.08,45108582.56,15239386
EPC,EDGEWELL PERSONAL CARE,Consumer Staples,Equity,45107838.75,0.08,45107838.75,1279655
SGMO,SANGAMO THERAPEUTICS INC,Health Care,Equity,45001846.75,0.08,45001846.75,2706878
TSE,TRINSEO,Materials,Equity,44945400,0.08,44945400,898908
CTB,COOPER TIRE AND RUBBER,Consumer Discretionary,Equity,44862883.95,0.08,44862883.95,1181535
FIX,COMFORT SYSTEMS USA INC,Industrials,Equity,44836338.33,0.08,44836338.33,850623
AVAV,AEROVIRONMENT INC,Industrials,Equity,44788012.96,0.08,44788012.96,508031
SVC,SERVICE PROPERTIES TRUST,Real Estate,Equity,44662366.4,0.08,44662366.4,3850204
SPWR,SUNPOWER CORP,Information Technology,Equity,44637031.75,0.08,44637031.75,1804975
ATKR,ATKORE INTERNATIONAL GROUP INC,Industrials,Equity,44542879.5,0.08,44542879.5,1110795
MTOR,MERITOR INC,Industrials,Equity,44394172.54,0.08,44394172.54,1623781
WGO,WINNEBAGO INDUSTRIES INC,Consumer Discretionary,Equity,44331169.64,0.08,44331169.64,730573
MWA,MUELLER WATER PRODUCTS INC SERIES,Industrials,Equity,44241057.9,0.08,44241057.9,3659310
BCC,BOISE CASCADE,Materials,Equity,44076892.16,0.08,44076892.16,917504
FBP,FIRST BANCORP,Financials,Equity,44057143.05,0.08,44057143.05,4889805
HUBG,HUB GROUP INC CLASS A,Industrials,Equity,43965786.7,0.08,43965786.7,777605
SONO,SONOS INC,Consumer Discretionary,Equity,43829621.1,0.08,43829621.1,1901502
CNK,CINEMARK HOLDINGS INC,Communication,Equity,43712981.52,0.08,43712981.52,2509356
IDCC,INTERDIGITAL INC,Information Technology,Equity,43532071,0.08,43532071,722524
EHTH,EHEALTH INC,Financials,Equity,43287478.08,0.07,43287478.08,609168
NMIH,NMI HOLDINGS INC CLASS A,Financials,Equity,43170968.61,0.07,43170968.61,1933317
RCII,RENT-A-CENTER INC,Consumer Discretionary,Equity,43149623.16,0.07,43149623.16,1137612
CADE,CADENCE BANCORPORATION CLASS A,Financials,Equity,43117582.86,0.07,43117582.86,2684781
HRTX,HERON THERAPEUTICS INC,Health Care,Equity,43082570.3,0.07,43082570.3,2061367
PLMR,PALOMAR HOLDINGS INC,Financials,Equity,43078214.32,0.07,43078214.32,476951
FBC,FLAGSTAR BANCORP INC,Financials,Equity,42965393.12,0.07,42965393.12,1087181
WOR,WORTHINGTON INDUSTRIES INC,Materials,Equity,42878924.07,0.07,42878924.07,857407
BDC,BELDEN INC,Information Technology,Equity,42865763.5,0.07,42865763.5,1029190
RPAI,RETAIL PROPERTIES OF AMERICA REIT,Real Estate,Equity,42814082.32,0.07,42814082.32,5031032
SJW,SJW GROUP,Utilities,Equity,42810896.59,0.07,42810896.59,624703
OI,O I GLASS INC,Materials,Equity,42749424.84,0.07,42749424.84,3672631
DEA,EASTERLY GOVERNMENT PROPERTIES INC,Real Estate,Equity,42735430.4,0.07,42735430.4,1905280
TWNK,HOSTESS BRANDS INC CLASS A,Consumer Staples,Equity,42678833.4,0.07,42678833.4,2967930
VRRM,VERRA MOBILITY CORP CLASS A,Information Technology,Equity,42623966.98,0.07,42623966.98,3138731
PHR,PHREESIA INC,Health Care,Equity,42620520.75,0.07,42620520.75,778457
IRWD,IRONWOOD PHARMA INC CLASS A,Health Care,Equity,42608119.74,0.07,42608119.74,3744123
CPK,CHESAPEAKE UTILITIES CORP,Utilities,Equity,42521296.5,0.07,42521296.5,399261
IMVT,IMMUNOVANT INC,Health Care,Equity,42389551.83,0.07,42389551.83,879999
NAVI,NAVIENT CORP,Financials,Equity,42368914.18,0.07,42368914.18,4336634
ATSG,AIR TRANSPORT SERVICES GROUP INC,Industrials,Equity,42279279.64,0.07,42279279.64,1378073
CNS,COHEN & STEERS INC,Financials,Equity,41966485.68,0.07,41966485.68,575988
LZB,LA-Z-BOY INC,Consumer Discretionary,Equity,41964921.33,0.07,41964921.33,1036939
WRE,WASHINGTON REAL ESTATE INVESTMENT,Real Estate,Equity,41642425.5,0.07,41642425.5,1936857
PBH,PRESTIGE CONSUMER HEALTHCARE INC,Health Care,Equity,41399916.8,0.07,41399916.8,1176134
PJT,PJT PARTNERS INC CLASS A,Financials,Equity,41354181.55,0.07,41354181.55,550435
MD,MEDNAX INC,Health Care,Equity,41246076.96,0.07,41246076.96,1735946
PIPR,PIPER SANDLER COMPANIES,Financials,Equity,41168354.7,0.07,41168354.7,412302
URBN,URBAN OUTFITTERS INC,Consumer Discretionary,Equity,41152870.14,0.07,41152870.14,1618917
BIG,BIG LOTS INC,Consumer Discretionary,Equity,41105211.9,0.07,41105211.9,922055
PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,Financials,Equity,41055156.32,0.07,41055156.32,2301298
SWTX,SPRINGWORKS THERAPEUTICS INC,Health Care,Equity,40925956.1,0.07,40925956.1,562943
INFN,INFINERA CORP,Information Technology,Equity,40847241.94,0.07,40847241.94,3842638
VICR,VICOR CORP,Industrials,Equity,40840830.72,0.07,40840830.72,453384
MFA,MFA FINANCIAL REIT INC,Financials,Equity,40834732.8,0.07,40834732.8,10634045
RVNC,REVANCE THERAPEUTICS INC,Health Care,Equity,40656699.34,0.07,40656699.34,1480579
PRAA,PRA GROUP INC,Financials,Equity,40626304.48,0.07,40626304.48,1061848
TRMK,TRUSTMARK CORP,Financials,Equity,40507429.68,0.07,40507429.68,1501944
JELD,JELD WEN HOLDING INC,Industrials,Equity,40493443.69,0.07,40493443.69,1599899
UFS,DOMTAR CORP,Materials,Equity,40439713.05,0.07,40439713.05,1289943
LILAK,LIBERTY LATIN AMERICA LTD CLASS C,Communication,Equity,40423573.44,0.07,40423573.44,3622184
CSII,CARDIOVASCULAR SYSTEMS INC,Health Care,Equity,40316150.25,0.07,40316150.25,930015
OTTR,OTTER TAIL CORP,Utilities,Equity,40306959.98,0.07,40306959.98,952658
MNRO,MONRO INC,Consumer Discretionary,Equity,40250376,0.07,40250376,772560
SRNE,SORRENTO THERAPEUTICS INC,Health Care,Equity,40213984.68,0.07,40213984.68,5853564
ATGE,ADTALEM GLOBAL EDUCATION INC,Consumer Discretionary,Equity,40106625.13,0.07,40106625.13,1219417
XHR,XENIA HOTELS RESORTS REIT INC,Real Estate,Equity,40036581.9,0.07,40036581.9,2660238
ADUS,ADDUS HOMECARE CORP,Health Care,Equity,40003496.28,0.07,40003496.28,344828
EGOV,NIC INC,Information Technology,Equity,39963523.44,0.07,39963523.44,1541208
TWO,TWO HARBORS INVESTMENT REIT CORP,Financials,Equity,39791778.24,0.07,39791778.24,6397392
WBT,WELBILT INC,Industrials,Equity,39728012.52,0.07,39728012.52,3053652
FIT,FITBIT INC CLASS A,Information Technology,Equity,39655276.95,0.07,39655276.95,5823095
MNR,MONMOUTH REAL ESTATE INVESTMENT RE,Real Estate,Equity,39506683,0.07,39506683,2242150
EXPI,EXP WORLD HOLDINGS INC,Real Estate,Equity,39450129.98,0.07,39450129.98,578957
CWK,CUSHMAN AND WAKEFIELD PLC,Real Estate,Equity,39424969.6,0.07,39424969.6,2593748
FIBK,FIRST INTERSTATE BANCSYSTEM INC CL,Financials,Equity,39230335.8,0.07,39230335.8,975879
RNST,RENASANT CORP,Financials,Equity,39146796.48,0.07,39146796.48,1190596
VGR,VECTOR GROUP LTD,Consumer Staples,Equity,39069195.03,0.07,39069195.03,3313757
DOMO,DOMO INC CLASS B,Information Technology,Equity,39018464.1,0.07,39018464.1,601209
SILK,SILK ROAD MEDICAL INC,Health Care,Equity,38837352.96,0.07,38837352.96,642152
RUSHA,RUSH ENTERPRISES INC CLASS A,Industrials,Equity,38774091.28,0.07,38774091.28,951278
CVCO,CAVCO INDUSTRIES INC,Consumer Discretionary,Equity,38767031.6,0.07,38767031.6,217976
YEXT,YEXT INC,Information Technology,Equity,38731697.42,0.07,38731697.42,2429843
PRSC,PROVIDENCE SERVICE CORP,Health Care,Equity,38679892.09,0.07,38679892.09,287647
BLMN,BLOOMIN BRANDS INC,Consumer Discretionary,Equity,38603424.42,0.07,38603424.42,2052282
GSHD,GOOSEHEAD INSURANCE INC CLASS A,Financials,Equity,38524062.3,0.07,38524062.3,309306
HMN,HORACE MANN EDUCATORS CORP,Financials,Equity,38508256.84,0.07,38508256.84,929702
FMBI,FIRST MIDWEST BANCORP INC,Financials,Equity,38364776.28,0.07,38364776.28,2449858
ARI,APOLLO COMMERCIAL REAL ESTATE FINA,Financials,Equity,38295326.34,0.07,38295326.34,3307023
RPAY,REPAY HOLDINGS CORP CLASS A,Information Technology,Equity,38252980.2,0.07,38252980.2,1424692
SKY,SKYLINE CHAMPION CORP,Consumer Discretionary,Equity,38194236.75,0.07,38194236.75,1242089
DRH,DIAMONDROCK HOSPITALITY REIT,Real Estate,Equity,38084024.35,0.07,38084024.35,4560961
HLIO,HELIOS TECHNOLOGIES INC,Industrials,Equity,38052995.52,0.07,38052995.52,729264
RRR,RED ROCK RESORTS ORS CLASS A INC,Consumer Discretionary,Equity,38049572.04,0.07,38049572.04,1551777
ABR,ARBOR REALTY TRUST REIT INC,Financials,Equity,38037921.43,0.07,38037921.43,2695813
KN,KNOWLES CORP,Information Technology,Equity,37947700.35,0.07,37947700.35,2107035
KRTX,KARUNA THERAPEUTICS INC,Health Care,Equity,37919841.05,0.07,37919841.05,371581
VVNT,VIVINT SMART HOME INC CLASS A,Consumer Discretionary,Equity,37750620.25,0.07,37750620.25,1819307
TPIC,TPI COMPOSITES INC,Industrials,Equity,37608050.04,0.06,37608050.04,725884
FFBC,FIRST FINANCIAL BANCORP,Financials,Equity,37521826.56,0.06,37521826.56,2171402
CXP,COLUMBIA PROPERTY REIT INC TRUST,Real Estate,Equity,37474704.54,0.06,37474704.54,2674854
NTB,BANK OF NT BUTTERFIELD & SON LTD,Financials,Equity,37444592.25,0.06,37444592.25,1205945
MAC,MACERICH REIT,Real Estate,Equity,37384597.6,0.06,37384597.6,3513590
LAUR,LAUREATE EDUCATION INC CLASS A,Consumer Discretionary,Equity,37367817.48,0.06,37367817.48,2518047
RGNX,REGENXBIO INC,Health Care,Equity,37363598.72,0.06,37363598.72,803864
CFFN,CAPITOL FEDERAL FINANCIAL INC,Financials,Equity,37267614.06,0.06,37267614.06,3027426
TUP,TUPPERWARE BRANDS CORP,Consumer Discretionary,Equity,37243725.76,0.06,37243725.76,1152343
HRI,HERC HOLDINGS INC,Industrials,Equity,37189189.29,0.06,37189189.29,577203
CALX,CALIX NETWORKS INC,Information Technology,Equity,36994763.33,0.06,36994763.33,1237697
RVMD,REVOLUTION MEDICINES INC,Health Care,Equity,36982685.2,0.06,36982685.2,915413
OPK,OPKO HEALTH INC,Health Care,Equity,36942043.2,0.06,36942043.2,9352416
UE,URBAN EDGE PROPERTIES,Real Estate,Equity,36909823.36,0.06,36909823.36,2725984
CAKE,CHEESECAKE FACTORY INC,Consumer Discretionary,Equity,36795469.8,0.06,36795469.8,995010
WDR,WADDELL AND REED FINANCIAL INC CLA,Financials,Equity,36771152.55,0.06,36771152.55,1444839
AMWD,AMERICAN WOODMARK CORP,Industrials,Equity,36729581.76,0.06,36729581.76,395452
MGRC,MCGRATH RENT,Industrials,Equity,36711437.85,0.06,36711437.85,567849
PNTG,PENNANT GROUP INC,Health Care,Equity,36711201.8,0.06,36711201.8,600838
VRTS,VIRTUS INVESTMENT PARTNERS INC,Financials,Equity,36610443.2,0.06,36610443.2,172960
KAI,KADANT INC,Industrials,Equity,36575660.43,0.06,36575660.43,267777
SSTK,SHUTTERSTOCK INC,Consumer Discretionary,Equity,36559865.95,0.06,36559865.95,513265
OSIS,OSI SYSTEMS INC,Information Technology,Equity,36547018.17,0.06,36547018.17,394293
TOWN,TOWNEBANK,Financials,Equity,36531337,0.06,36531337,1588319
PRFT,PERFICIENT INC,Information Technology,Equity,36521572.04,0.06,36521572.04,766294
VIR,VIR BIOTECHNOLOGY INC,Health Care,Equity,36510921.42,0.06,36510921.42,1277499
GTN,GRAY TELEVISION INC,Communication,Equity,36409573.11,0.06,36409573.11,2067551
KAMN,KAMAN CORP,Industrials,Equity,36404669.21,0.06,36404669.21,650897
YMAB,Y MABS THERAPEUTICS INC,Health Care,Equity,36282569.52,0.06,36282569.52,719464
CVA,COVANTA HOLDING CORP,Industrials,Equity,36255705.75,0.06,36255705.75,2778215
USPH,US PHYSICAL THERAPY INC,Health Care,Equity,36236273.92,0.06,36236273.92,296824
RLGY,REALOGY HOLDINGS CORP,Real Estate,Equity,36203967.7,0.06,36203967.7,2689745
ATRA,ATARA BIOTHERAPEUTICS INC,Health Care,Equity,36199890.35,0.06,36199890.35,1773635
IGT,INTERNATIONAL GAME TECHNOLOGY PLC,Consumer Discretionary,Equity,36190857.36,0.06,36190857.36,2328884
ZNTL,ZENTALIS PHARMACEUTICALS INC,Health Care,Equity,36181290.6,0.06,36181290.6,663390
NPO,ENPRO INDUSTRIES INC,Industrials,Equity,36048546.23,0.06,36048546.23,482513
AVYA,AVAYA HOLDINGS CORP,Information Technology,Equity,36033924.48,0.06,36033924.48,1941483
CMPR,CIMPRESS PLC,Industrials,Equity,36020483.28,0.06,36020483.28,416952
GNL,GLOBAL NET LEASE INC,Real Estate,Equity,35973817.88,0.06,35973817.88,2123602
SITC,SITE CENTERS CORP,Real Estate,Equity,35938342.44,0.06,35938342.44,3590244
SEAS,SEAWORLD ENTERTAINMENT INC,Consumer Discretionary,Equity,35920424.28,0.06,35920424.28,1189812
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate,Equity,35832331.4,0.06,35832331.4,1554548
ODP,ODP CORP,Consumer Discretionary,Equity,35807312.18,0.06,35807312.18,1225858
LTC,LTC PROPERTIES REIT INC,Real Estate,Equity,35744755.98,0.06,35744755.98,914422
